DonorPostalCode,DonorAge,GenderIdentity,IsAlumnusFlag,IsParentFlag,HasInvolvementFlag,WealthRating,PreferredAddressType,HasEmailFlag,ConsecutiveDonorYears,LastFiscalYearDonation,Donation2FiscalYearsAgo,Donation3FiscalYearsAgo,Donation4FiscalYearsAgo,Donation5FiscalYearsAgo,CurrentFiscalYearDonation,CumulativeDonationAmount,DonorIndicatorFlag.
12543,42,Male,1,0,0,Unknown,HOME,0,5,50,0,0,0,0,0,305,1
90265,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,60,1
92346,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,125,1
12033,42,Uknown,0,0,1,"$1-$24,999",HOME,1,0,0,20,0,0,0,0,20,1
32478,78,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
12468,42,Female,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,285,1
50133,42,Male,0,0,0,Unknown,HOME,1,2,0,0,0,0,0,0,30,1
7751,42,Male,0,0,0,Unknown,HOME,0,1,98,0,0,0,0,0,98,1
9890,44,Male,1,0,1,Unknown,HOME,1,6,0,0,0,0,60,0,390,1
90265,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
56458,35,Male,1,0,1,"$100,000-$249,999",HOME,1,0,0,0,0,0,0,0,0,0
46045,5,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Female,0,0,1,Unknown,HOME,0,5,0,0,0,0,25,0,25,1
48124,37,Male,1,0,1,Unknown,HOME,1,2,0,0,80,0,0,0,80,1
90265,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
90265,60,Male,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,0,100,1
79915,42,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
97750,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,90,1
54437,42,Male,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,225,1
47357,64,Male,0,0,0,Unknown,HOME,0,1,1,0,0,6,0,0,7,1
59535,48,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,52,1
76715,42,Female,0,0,0,Unknown,BUSN,0,2,0,0,0,0,0,0,25,1
90065,42,Unknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1,1
38197,42,Male,0,1,0,"$50,000-$99,999",HOME,1,5,0,0,60,0,0,0,60,1
41240,42,Female,0,0,0,Unknown,HOME,0,1,75,0,50,0,0,0,125,1
90265,43,Unknown,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
26707,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
94420,36,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,50,760,1
88905,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,120,1
58712,37,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,1200,1
47038,42,Female,1,0,1,Unknown,BUSN,1,0,0,0,0,0,0,0,10,1
31406,42,Female,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
9185,37,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,100,100,1
50658,37,Female,0,0,0,Unknown,HOME,0,0,24,0,0,0,0,0,24,1
33633,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
90265,42,Male,0,1,1,"$100,000-$249,999",HOME,1,0,45,0,0,0,0,0,120,1
77278,33,Uknown,0,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
99591,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,200,1
29437,35,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,200,1
95763,42,Female,0,0,1,Unknown,HOME,0,1,120,0,0,0,0,0,120,1
61733,52,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,15,1
90265,62,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
37931,37,Female,1,0,1,Unknown,HOME,1,1,25,0,0,0,0,0,25,1
4660,22,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
29054,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,120,1
39296,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,300,1
98322,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,5,0,1,6,1
12192,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
54846,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
28459,42,Male,0,0,0,Unknown,HOME,0,1,10,0,0,0,0,0,10,1
97635,42,Male,0,0,0,Unknown,HOME,1,1,0,0,0,30,0,0,30,1
8802,24,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
80749,42,Male,0,1,0,Unknown,HOME,0,0,0,1,0,50,0,0,51,1
33459,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,95,1
77406,42,Male,1,0,0,Unknown,HOME,0,2,0,0,0,0,0,1,25,1
89173,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
2661,42,Male,0,1,0,Unknown,BUSN,1,0,0,0,0,0,0,0,0,0
44192,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
93534,31,Female,0,0,0,Unknown,HOME,1,0,120,0,0,0,0,0,120,1
76820,42,Female,1,0,1,Unknown,HOME,0,2,0,0,0,0,0,0,120,1
27098,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,765,1
90265,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
47143,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,15,1
97857,47,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
72938,63,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,564,1
75499,42,Female,0,0,0,Unknown,HOME,1,7,0,0,0,0,150,0,150,1
62673,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
75398,42,Female,1,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,20,1
70006,20,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,20,1
64029,53,Male,1,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
90265,35,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,100,1
24847,38,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,68,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
40157,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,96,0,180,1
47018,74,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
28725,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
20542,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
75223,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,358,1
22845,41,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,105,1
6417,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,200,1
26764,29,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
9053,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
62034,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
90265,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,25,1
7458,33,Female,1,0,1,Unknown,HOME,1,3,0,50,0,0,0,0,50,1
40020,37,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,45,1
90265,42,Male,0,1,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,650,1
85722,52,Male,1,0,1,Unknown,HOME,1,6,0,320,0,0,0,0,320,1
2479,54,Male,1,0,0,Unknown,Unknown,0,2,0,5,100,0,0,0,110,1
14542,32,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,15,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,10,1
72538,42,Female,0,0,1,"$250,000-$499,999",HOME,1,1,0,0,0,0,0,0,1,1
2835,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
52588,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,180,180,1
11536,56,Male,0,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
87037,42,Male,0,0,1,Unknown,HOME,0,18,0,1,0,0,50,0,575,1
15696,80,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
47280,42,Female,0,0,0,Unknown,Unknown,0,1,0,0,0,150,0,0,150,1
90265,42,Male,0,0,0,"$25,000-$49,999",HOME,1,4,0,0,0,0,0,50,50,1
72958,26,Female,0,0,0,Unknown,CAMP,1,3,0,0,0,0,0,0,0,0
88133,64,Male,1,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,40,1
87378,42,Female,0,0,0,Unknown,BUSN,0,0,0,0,0,0,0,0,120,1
75410,24,Male,0,0,0,Unknown,HOME,0,0,250,0,0,0,0,0,250,1
89710,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
56431,60,Male,1,0,1,Unknown,BUSN,1,2,0,0,0,0,0,2125,2125,1
25133,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,5,1
4497,42,Male,0,0,1,Unknown,HOME,0,3,0,0,0,0,10,0,10,1
62561,54,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
70576,56,Male,1,0,0,Unknown,BUSN,0,0,0,0,0,5025,5000,0,10114,1
38782,60,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
96039,42,Male,0,0,0,Unknown,HOME,0,28,0,14,0,0,0,0,1804,1
59526,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
56266,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
30726,42,Male,0,0,1,Unknown,HOME,1,0,1,0,0,0,0,0,1,1
22230,42,Female,0,1,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
22125,42,Male,0,1,0,Unknown,HOME,1,0,6,0,0,0,0,0,6,1
19027,46,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
93226,30,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,2369,1
62839,65,Male,1,0,1,Unknown,HOME,1,18,0,0,5,0,0,0,889,1
85671,42,Male,1,0,0,Unknown,HOME,0,7,0,0,0,0,0,0,100,1
10044,42,Female,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
20062,22,Male,1,0,1,Unknown,Unknown,1,1,130,250,5,0,0,0,385,1
58057,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,15,1
91040,55,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
93246,43,Male,1,0,0,Unknown,HOME,1,0,0,600,0,0,0,0,600,1
57055,70,Male,0,0,0,Unknown,HOME,0,0,1,0,0,0,0,0,1,1
48079,42,Uknown,0,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
81149,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,85,1
45890,42,Uknown,0,0,0,Unknown,HOME,1,9,0,0,0,0,0,0,1891,1
53150,32,Male,1,0,1,Unknown,HOME,0,0,0,0,0,0,100,0,101,1
94933,33,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
95065,42,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,150,0,0,150,1
45158,53,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
98442,42,Male,0,1,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
37669,58,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,13490,1
47618,67,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
22476,42,Male,0,0,0,Unknown,BUSN,0,0,0,0,0,0,0,0,180,1
48916,42,Female,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
51557,42,Female,0,1,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
42344,36,Male,1,0,1,Unknown,HOME,1,1,0,0,0,25,0,0,25,1
85375,42,Female,0,0,0,Unknown,HOME,0,1,0,0,200,0,0,0,200,1
99773,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,50,225,1
53715,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90397,42,Uknown,0,0,1,"$1,000,000-$2,499,999",HOME,0,0,0,0,0,0,0,0,0,0
57237,42,Female,1,0,1,Unknown,HOME,1,12,0,0,0,0,0,0,3700,1
68114,42,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
93217,42,Male,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,51,1
78837,42,Female,1,0,0,Unknown,HOME,1,4,0,0,0,0,135,0,135,1
94115,87,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
80455,5,Male,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,100,30,0,130,1
3457,20,Female,0,0,0,Unknown,HOME,1,0,0,20,0,0,0,0,20,1
71839,65,Female,1,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
85365,42,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
97122,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
15784,42,Female,0,0,0,Unknown,HOME,0,5,0,0,0,0,395,1,396,1
8105,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,350,1
75421,42,Male,0,0,0,Unknown,HOME,0,5,0,1,65,0,150,0,216,1
90265,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,75,1
71286,65,Male,1,0,0,Unknown,HOME,1,0,0,0,0,0,40,0,144,1
16876,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
24076,39,Female,0,0,0,Unknown,HOME,1,0,0,25,0,0,0,0,25,1
1564,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,30,1
89036,42,Female,1,0,0,Unknown,Unknown,0,0,0,50,0,0,0,0,50,1
89037,42,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
61843,42,Male,0,0,0,"$50,000-$99,999",Unknown,0,0,0,0,0,0,0,0,100,1
92572,24,Female,1,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,5,1
11566,42,Female,0,0,1,Unknown,HOME,0,2,0,0,0,200,0,0,200,1
28971,42,Male,0,1,0,Unknown,HOME,0,0,0,0,0,0,0,0,85,1
28637,42,Male,1,0,1,"$1-$24,999",HOME,0,1,50,0,0,50,0,36,136,1
3869,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
50566,42,Male,0,0,1,"$25,000-$49,999",HOME,1,8,0,0,0,0,0,0,540,1
35953,70,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Female,0,0,0,Unknown,HOME,0,3,0,0,0,0,0,0,0,0
62048,34,Female,1,0,1,Unknown,HOME,1,0,0,0,0,200,0,0,200,1
90265,42,Male,0,1,1,Unknown,HOME,0,0,0,0,0,0,0,0,9,1
39436,23,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
83420,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
91766,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
12775,42,Male,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
15410,42,Male,0,1,0,"$1,000,000-$2,499,999",HOME,1,0,0,0,0,0,0,0,0,0
60071,42,Male,0,0,0,Unknown,HOME,0,9,0,0,0,50,0,0,740,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,20,0,50,0,0,0,1500,1
90265,70,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
14620,42,Male,0,0,0,Unknown,HOME,0,4,0,0,0,0,0,0,25100,1
59639,42,Male,0,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
42219,42,Uknown,0,0,0,Unknown,HOME,0,1,1,0,0,0,0,0,25,1
61944,26,Female,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
90265,42,Female,1,0,1,Unknown,HOME,1,5,0,0,0,0,0,0,65,1
72025,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,2000,1
23286,42,Female,0,0,1,Unknown,HOME,0,7,0,0,0,0,0,0,20,1
2538,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
32215,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90265,50,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
96212,42,Female,0,0,0,Unknown,HOME,0,2,0,0,25,0,0,0,25,1
44710,90,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
24378,42,Female,0,0,0,Unknown,HOME,0,1,0,75,360,0,0,0,435,1
54806,42,Male,1,0,1,Unknown,HOME,0,9,0,0,0,0,0,0,7403,1
3279,42,Male,0,0,0,"$25,000-$49,999",HOME,0,0,0,0,0,0,0,0,500,1
77839,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,30,1
90265,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,1134,1
49795,42,Unknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
55417,42,Female,1,0,1,Unknown,HOME,0,1,0,0,0,0,0,25,51635,1
23183,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,100,0,100,1
66436,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
78763,61,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
60007,26,Male,1,0,1,Unknown,Unknown,1,0,0,0,0,40,0,0,40,1
46161,66,Female,0,1,1,Unknown,HOME,0,0,0,25,0,0,0,0,25,1
92808,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,54,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,2170,1
6104,23,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,150,1
24538,34,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
56523,58,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,264,1
65564,42,Female,0,1,0,Unknown,HOME,1,0,5,0,0,0,0,0,5,1
90265,34,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,510,1
47438,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,1000,1
85348,42,Female,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
24649,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,0,0
90265,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,10,1
52639,42,Female,1,0,0,Unknown,Unknown,1,2,0,0,1,0,0,0,1,1
41666,30,Male,1,0,1,Unknown,HOME,1,3,0,0,0,0,75,0,75,1
8090,42,Female,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
94011,42,Female,1,0,0,"$1-$24,999",HOME,0,0,0,0,0,0,0,0,0,0
98382,42,Male,0,0,0,Unknown,HOME,0,1,0,1,0,0,0,0,125,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
91758,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
33626,32,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
56025,90,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
42153,42,Unknown,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
4865,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,25,1
90265,34,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
90265,42,Male,0,1,1,"$1-$24,999",HOME,0,0,0,0,0,0,0,0,1500,1
84326,42,Female,0,0,0,"$1-$24,999",HOME,0,11,0,0,0,0,0,0,15085,1
46404,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,50,1
90265,72,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
84050,32,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,25,1
21875,42,Female,1,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
22451,41,Male,1,0,0,Unknown,HOME,0,0,70,0,0,0,0,0,70,1
13031,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,36,1
90265,80,Female,0,0,0,Unknown,HOME,0,0,25,0,0,0,0,0,25,1
7006,42,Female,0,0,0,Unknown,Unknown,0,4,0,0,0,0,0,0,0,0
56090,25,Female,1,0,0,"$25,000-$49,999",HOME,1,0,0,0,0,0,0,0,450,1
39335,70,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,250,250,1
90265,35,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,100,1
90265,63,Female,1,0,1,Unknown,HOME,1,5,0,0,50,0,100,0,150,1
78657,37,Female,1,0,1,Unknown,HOME,0,0,0,0,0,0,0,60,60,1
47232,48,Female,1,0,1,Unknown,HOME,1,2,0,0,0,0,0,0,0,0
91611,42,Male,0,0,0,Unknown,Unknown,0,0,0,0,0,0,0,0,60,1
13751,56,Female,1,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
67056,42,Male,0,0,0,"$100,000-$249,999",HOME,0,1,0,0,0,0,0,0,35,1
76448,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90265,42,Male,1,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0
99612,42,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,65,1
47304,42,Male,0,0,0,Unknown,HOME,0,2,0,1,0,0,0,0,1,1
13329,42,Uknown,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,1,1,1
47431,52,Female,1,0,1,Unknown,HOME,1,4,0,0,0,0,15,0,15,1
27983,42,Male,0,0,0,Unknown,HOME,0,2,0,0,25,0,0,0,732,1
73126,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,7,1
7007,42,Male,0,0,0,Unknown,BUSN,0,0,0,0,0,25,0,0,50,1
66449,42,Female,1,0,1,Unknown,Unknown,1,1,0,0,11,0,0,0,11,1
85004,87,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,200,1
51431,42,Male,0,0,1,Unknown,HOME,0,3,0,0,0,0,0,10,10,1
29448,64,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
37085,28,Male,1,0,1,Unknown,HOME,1,4,0,0,0,0,0,0,560,1
64072,27,Male,0,0,0,Unknown,HOME,0,0,0,100,0,0,0,0,100,1
90265,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
90096,42,Female,0,0,1,Unknown,BUSN,0,1,0,0,144,0,0,0,144,1
72098,45,Female,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,5,1
41307,24,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,40,1
27291,42,Uknown,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
26535,42,Male,1,0,0,Unknown,Unknown,0,1,0,0,0,0,0,0,0,0
27048,42,Male,0,0,0,Unknown,HOME,0,2,240,0,0,0,0,0,240,1
45335,28,Female,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,65,1
12939,42,Female,0,0,0,Unknown,HOME,0,2,0,100,0,0,0,0,100,1
74964,31,Female,1,0,1,Unknown,Unknown,1,0,0,0,0,0,0,0,60,1
53572,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,140,1
77083,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,250,1
34267,42,Male,0,1,1,Unknown,HOME,1,2,0,200,0,0,0,0,200,1
68042,42,Male,0,1,0,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
65025,41,Male,1,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,170,1
90265,42,Male,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,0,0
47938,60,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
40209,42,Male,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,180,1
40505,42,Female,0,0,0,Unknown,HOME,0,1,1,0,0,0,0,0,5,1
85282,42,Female,0,1,0,Unknown,HOME,1,1,0,25,0,0,0,0,25,1
90265,52,Female,1,0,1,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
90810,42,Male,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,250,1
43009,47,Male,1,0,1,Unknown,HOME,1,0,0,0,0,0,0,0,455,1
85015,19,Male,0,0,0,Unknown,CAMP,1,0,0,0,0,0,0,0,140,1
90265,42,Male,0,0,0,Unknown,HOME,0,1,10,0,0,0,0,0,10,1
90265,42,Female,0,0,0,Unknown,HOME,0,3,0,300,100,0,0,0,400,1
83434,42,Male,0,0,0,Unknown,HOME,0,2,0,0,0,0,0,0,103,1
3580,42,Male,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,0,0
36266,42,Male,0,0,1,Unknown,HOME,1,6,0,0,0,0,0,0,0,0
16370,42,Unknown,0,0,0,Unknown,HOME,1,1,0,0,0,0,0,0,100,1
50595,66,Male,0,0,1,Unknown,HOME,1,2,0,0,0,0,0,1,200,1
61480,62,Female,1,1,1,Unknown,HOME,1,0,0,0,0,0,0,0,3650,1
98363,85,Male,0,0,0,Unknown,HOME,1,0,0,0,0,0,0,0,200,1
63763,42,Female,0,1,0,Unknown,HOME,1,0,0,0,0,0,0,0,470,1
59873,35,Female,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,0,0
85611,42,Female,0,0,1,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
62320,53,Female,1,0,1,Unknown,HOME,1,5,0,0,0,0,0,0,0,0
95192,42,Female,0,0,0,Unknown,HOME,0,1,0,0,0,0,0,0,150,1
43457,42,Female,1,0,1,Unknown,HOME,0,1,0,0,0,100,0,0,100,1
11959,60,Male,1,0,0,Unknown,HOME,1,9,0,500,200,0,0,0,700,1
90265,42,Male,0,0,0,Unknown,Unknown,1,0,0,0,0,0,0,0,2,1
91020,65,Female,1,0,1,Unknown,HOME,1,3,0,0,0,0,0,0,310,1
43138,33,Female,1,0,1,Unknown,HOME,1,2,200,0,0,0,144,0,344,1
82003,29,Male,1,0,1,Unknown,HOME,1,1,0,0,0,0,0,0,25,1
75473,42,Female,0,0,0,Unknown,HOME,0,4,0,0,0,0,150,0,150,1
98526,28,Female,0,0,0,Unknown,HOME,0,0,0,0,0,0,0,0,0,0
23201,42,Female,0,0,0,Unknown,HOME,0,1,0,75,180,0,0,0,255,1
